"Participant","Experiment_StartDate","Experiment_Duration","Mobile","Gender","Age","SexualOrientation","Ethnicity","DemandCharcateristics_Condition","Fiction_Expectations","Feedback_BigDifferenceRealAI","Feedback_SmallDifferenceRealAI","Feedback_NoDifferenceRealAI","Feedback_LabelsNotCorrect","Feedback_LabelsReversed","Feedback_LabelsAllPhotos","Feedback_LabelsAllAI","Feedback_ConfidenceReal","Feedback_ConfidenceFake","Experiment_Enjoyment","Experiment_Quality","Experiment_Unusual","Experiment_PerceptionChange","Experiment_Feedback","BAIT_AI_Knowledge","BAIT_AI_Use","BAIT_5_ImitatingReality","BAIT_3_VideosIssues","BAIT_12_Benefit","BAIT_9_Dangerous","BAIT_11_Exciting","BAIT_2_ImagesIssues","BAIT_13_ArtIssues","BAIT_10_Worry","BAIT_6_EnvironmentReal","BAIT_8_TextIssues","BAIT_14_ArtRealistic","BAIT_AttentionCheck","BAIT_7_TextRealistic","BAIT_1_ImagesRealistic","BAIT_4_VideosRealistic","BAIT_2_ImagesIssues_rev","BAIT_3_VideosIssues_rev","BAIT_8_TextIssues_rev","BAIT_13_ArtIssues_rev","BAIT_9_Dangerous_rev","BAIT_10_Worry_rev","BAIT_Images","BAIT_Videos","BAIT_Text","BAIT_Art","BAIT_Attitude","BAIT_Reality","BAIT_total","MIST_fake_general_4","MIST_real_general_3","MIST_real_general_4","MIST_real_general_2","MIST_real_general_1","MIST_fake_general_2","MIST_fake_general_1","MIST_fake_general_3","MIST_totalcorrect","BRS_5","BRS_1","BRS_20","BRS_10","BRS_7","BRS_8","BRS_3","BRS_2","BRS_18","BRS_19","BRS_15","BRS_14","BRS_13","BRS_Attention","BRS_12","BRS_4","BRS_17","BRS_11","BRS_6","BRS_9","BRS_16","BRS_Total","Questionnaires_AttentionCheck","Task_AttentionCheck"
"S203","2025-10-02 09:19:38",30.4501166666667,"false","Man",19,"Heterosexual","White","Less attractive","I expect to find AI-generated faces more attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"A few times per month",3,6,3,4,6,3,4,2,6,4,0,1,6,6,4,3,0,2,2,2,4,4.5,2,4,1,3.75,4.5,3.29166666666667,-100,41,91,100,81,60,-78,-100,7,1,1,3,3,1,1,1,1,4,2,2,3,3,1,2,1,4,1,1,1,2,1.9,1,0.777777777777778
"S176","2025-10-01 11:21:33",18.1646166666667,"false","Woman",19,"Prefer not to say","South Asian","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,2,"Never",2,1,0,6,1,1,6,6,4,5,0,1,3,5,4,5,5,1,0,0,0,5,4.5,2,0,0.25,3,2.45833333333333,-22,55,32,22,8,-20,15,9,6,2,3,3,2,2,3,1,1,2,3,4,4,4,1,1,2,2,4,1,1,4,2.45,1,0.777777777777778
"S247","2025-10-02 14:17:37",20.2523333333333,"false","Man",32,"Heterosexual","White","More attractive","I expect to find AI-generated faces more attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,1,"Never",0,4,1,4,3,1,5,6,0,5,0,1,1,6,4,5,2,1,1,2,0,5.5,3,1,0.5,1.5,0,1.91666666666667,-100,79,100,60,-61,-72,45,-44,6,1,1,4,1,1,1,1,2,2,1,1,3,4,1,1,1,1,3,1,1,3,1.7,1,1
"S020","2025-09-29 13:20:03",17.4224166666667,"false","Woman",19,"Heterosexual","White","Less attractive","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,2,4,NA,NA,NA,NA,2,"A few times per month",4,2,0,3,4,4,6,3,2,4,2,1,1,2,3,2,4,2,0,3,3,2,3.5,1.5,1,2.5,3,2.25,-100,36,-35,19,49,-100,26,-67,6,2,2,4,5,3,2,4,5,3,4,1,5,3,1,5,1,1,3,4,1,5,3.15,1,0.555555555555556
"S149","2025-10-01 11:19:23",26.0815333333333,"false","Woman",19,"Prefer not to say","Black","Control",NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,4,3,NA,NA,NA,NA,2,"A few times per day",4,6,1,6,3,2,6,6,3,5,0,1,3,5,4,4,0,1,0,0,0,4.5,2,2,0,1,3.5,2.16666666666667,-53,13,49,-50,-57,0,-39,33,5,2,2,1,5,2,5,1,1,5,4,5,3,5,1,3,2,1,5,1,1,3,2.85,1,0.777777777777778
"S115","2025-09-30 18:14:36",30.3098833333333,"false","Woman",21,"Prefer not to say","Mixed","More attractive","I have no expectations",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3,NA,3,NA,NA,NA,NA,3,"Never",3,2,2,4,2,4,3,4,4,3,2,0,2,3,3,2,4,3,3,2,2,2.5,3.5,2.5,2.5,2,3.5,2.75,-83,30,46,20,20,-19,23,-54,7,3,2,3,2,2,3,3,3,3,2,2,3,3,1,2,2,2,3,1,3,3,2.5,0.5,0.777777777777778
"S218","2025-10-02 09:22:50",27.0896166666667,"false","Woman",20,"Prefer not to say","White","More attractive","I have no expectations",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,3,3,NA,NA,NA,NA,3,"A few times per week",5,5,2,5,4,2,6,4,3,2,2,1,4,6,2,4,1,4,0,1,2,5,1.5,4,1,2.25,4,2.95833333333333,-12,6,63,57,11,-57,-2,-24,8,2,3,4,2,2,3,2,2,3,4,3,2,3,1,2,2,4,2,2,2,2,2.55,1,0.888888888888889
"S271","2025-10-02 22:10:57",41.1467666666667,"false","Man",23,"Heterosexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",3,5,0,6,3,3,5,5,5,5,1,1,3,3,3,3,1,1,1,0,1,3,2,2,1,1,4,2.16666666666667,98,0,98,-98,-98,-98,98,96,2,1,4,4,1,3,1,1,2,3,5,1,4,5,1,1,1,2,5,1,1,5,2.55,1,1
"S228","2025-10-02 14:16:41",15.55565,"false","Man",20,"Heterosexual","White","Less attractive","I have no expectations",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,1,1,NA,NA,NA,NA,2,"A few times per week",3,3,1,6,2,4,6,6,4,2,0,1,5,4,4,2,3,4,0,0,0,3,3.5,4.5,0,0.75,3.5,2.54166666666667,-77,48,42,55,-64,36,100,-100,5,2,3,1,1,1,3,1,4,4,4,5,5,1,1,4,1,5,1,1,1,3,2.55,1,0.888888888888889
"S103","2025-09-30 16:17:26",25.1953666666667,"false","Woman",20,"Bisexual","White","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"Never",1,4,2,4,2,5,6,6,1,6,0,1,1,3,2,1,2,0,0,2,0,2,2,0.5,0,1.5,1,1.16666666666667,-88,75,30,50,60,-45,-27,-83,8,1,1,4,3,2,2,2,2,1,3,5,2,4,1,1,1,1,2,1,1,3,2.1,1,1
"S250","2025-10-02 14:17:56",19.3768166666667,"false","Woman",20,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces more attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,3,"A few times per month",1,4,3,5,5,4,5,5,3,5,2,1,3,4,4,2,2,1,1,1,1,3,3,2,1.5,2.5,2,2.33333333333333,-17,-23,41,21,11,-18,12,-44,6,3,3,4,2,2,3,1,3,4,4,4,5,3,1,4,1,3,4,3,3,5,3.2,1,0.555555555555556
"S220","2025-10-02 09:28:38",20.6077,"false","Woman",20,"Prefer not to say","Mixed","Control",NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per week",3,2,2,6,6,0,2,6,5,3,3,1,2,6,6,6,4,3,4,0,0,6,5,2.5,3.5,2,4,3.83333333333333,-31,16,72,13,45,-15,23,13,6,2,3,5,5,2,4,1,4,1,4,4,3,4,1,5,5,4,3,1,1,4,3.25,1,0.888888888888889
"S332","2025-10-03 14:19:57",23.5729833333333,"false","Woman",19,"Heterosexual","Middle Eastern/North African","Control",NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,5,NA,4,NA,NA,NA,NA,3,"A few times per month",4,5,1,6,2,5,6,6,0,5,0,1,4,4,5,1,1,1,0,0,0,2.5,3,2.5,0,0.75,2,1.79166666666667,-55,-4,87,-8,88,-100,32,-100,5,4,1,1,2,1,4,3,3,2,1,2,1,1,1,2,4,2,2,3,3,1,2.15,1,0.444444444444444
"S174","2025-10-01 11:21:10",23.8095666666667,"false","Woman",20,"Heterosexual","White","Control",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,1,"A few times per week",3,3,3,4,4,1,4,4,4,4,2,0,2,5,4,5,3,2,2,2,2,5,3.5,2,2,2.75,3.5,3.125,-90,54,42,-78,54,63,-55,51,5,1,3,4,3,3,3,2,3,3,2,4,4,3,0,4,2,2,3,3,1,4,2.85,0,0.333333333333333
"S216","2025-10-02 09:22:43",37.6876333333333,"false","Woman",21,"Bisexual","White","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"Never",3,1,2,6,2,1,6,6,2,5,6,1,2,5,5,5,5,1,0,0,0,5,5,1.5,3,1,2.5,3,62,-14,59,58,15,57,56,53,3,1,1,1,4,2,2,1,4,5,4,5,4,5,1,2,1,1,3,2,2,2,2.6,1,0.111111111111111
"S333","2025-10-03 14:20:01",26.17935,"false","Woman",21,"Heterosexual","Black","Self Expectations","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"Once a day",4,4,4,3,4,2,6,3,3,2,2,1,6,6,4,4,2,4,0,3,3,5,3,5,1,3.5,3.5,3.5,7,43,-100,37,-100,-100,13,-100,4,3,4,4,3,1,3,2,2,4,5,5,5,5,1,4,2,5,5,2,1,4,3.45,1,0.444444444444444
"S095","2025-09-30 16:15:22",27.07125,"true","Woman",20,"Heterosexual","Middle Eastern/North African","More attractive","I expect to find AI-generated faces more attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"A few times per month",5,2,0,6,4,4,6,6,5,5,6,1,3,6,4,2,4,1,0,0,0,4,4,2,3,1,5,3.16666666666667,-80,28,-51,28,-82,35,12,31,3,1,2,5,2,1,3,1,3,3,5,5,5,4,1,2,3,4,5,1,1,5,3.05,1,1
"S188","2025-10-02 09:12:50",39.5610833333333,"false","Woman",19,"Bisexual","White","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,1,3,NA,NA,NA,"some of the images went by too quickly, but appart from that was good. ",3,"A few times per month",5,2,3,6,4,1,5,6,4,4,3,1,6,6,6,5,4,2,1,0,0,5.5,5,4,2,1.75,4.5,3.79166666666667,-79,16,20,-6,30,-9,-1,-26,7,3,4,5,2,3,4,4,2,2,4,4,5,5,1,4,4,1,4,2,2,3,3.35,1,0.888888888888889
"S123","2025-09-30 18:18:29",30.5391666666667,"false","Woman",20,"Bisexual","White","Self Expectations","I have no expectations",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,"was interesting thanks",2,"A few times per month",5,5,2,4,5,2,6,1,4,6,5,1,4,5,3,4,1,0,0,2,5,4.5,2,2,2.5,3.5,4.5,3.16666666666667,97,-26,37,-53,-28,-59,42,81,2,4,5,3,5,1,3,3,4,5,5,4,5,4,1,5,3,3,4,2,1,4,3.65,1,1
"S328","2025-10-03 14:18:52",59.78845,"false","Woman",19,"Heterosexual","Black","Control",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,4,3,NA,NA,NA,NA,4,"A few times per month",5,3,3,3,5,4,5,2,5,5,5,0,4,5,4,2,3,1,1,3,4,3.5,3.5,2.5,3,3.75,5,3.54166666666667,45,71,17,-52,-88,15,67,1,2,4,3,4,2,2,3,4,4,5,4,4,5,4,0,4,4,1,5,4,3,3,3.6,0,0.777777777777778
"S037","2025-09-29 13:23:06",26.74155,"false","Woman",20,"Heterosexual","White","Less attractive","I expect to find AI-generated faces more attractive",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,NA,4,NA,NA,NA,NA,2,"A few times per month",2,2,2,6,4,4,4,5,5,5,2,1,3,5,4,2,4,1,2,0,1,3.5,4,2,2,1.75,3.5,2.79166666666667,30,56,57,-51,-46,-35,-4,30,4,2,2,3,3,2,2,2,2,2,2,4,3,5,1,2,2,2,4,3,2,1,2.5,1,0.666666666666667
"S202","2025-10-02 09:19:37",30.4261333333333,"false","Woman",20,"Bisexual","White","Self Expectations","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,"While I agree AI is dangerous for the future, it is very interesting to see how far it can go in the medical field and how many lives it could change for the better. However, the issue remains that it will take up jobs and it will be manipulated, perhaps in worse ways than students utilising it for an essay, which scares me.",3,"A few times per month",1,3,3,6,3,3,6,6,4,4,0,1,3,4,5,3,3,2,0,0,0,3.5,4,2.5,0,1.5,2.5,2.33333333333333,-100,57,64,34,68,-76,-59,-87,8,2,2,5,3,5,4,3,3,2,5,5,4,5,1,4,3,4,3,3,1,4,3.5,1,0.666666666666667
"S178","2025-10-01 11:23:06",34.4203666666667,"false","Woman",19,"Heterosexual","South Asian","More attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"A few times per month",5,6,3,3,3,5,6,5,4,5,4,1,4,4,2,1,0,1,0,3,1,2.5,1,2.5,2,2.5,4.5,2.5,-52,50,-77,59,43,-48,54,30,5,4,4,4,4,3,4,4,4,5,4,4,5,5,1,5,4,4,4,3,3,2,3.95,1,1
"S043","2025-09-29 13:25:35",16.3963166666667,"false","Woman",20,"Bisexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",4,0,2,4,3,2,5,6,5,2,0,1,1,5,5,4,6,4,1,2,0,4.5,5.5,2.5,0.5,1.75,4.5,3.20833333333333,-86,-27,29,44,-54,76,13,-100,4,2,4,5,4,1,3,1,2,4,2,5,4,5,1,2,3,3,3,1,2,3,2.95,1,0.888888888888889
"S292","2025-10-03 11:19:10",27.78585,"false","Man",20,"Heterosexual","Mixed","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,"A few times per week",3,4,2,6,2,4,6,4,3,4,0,1,3,4,4,2,2,2,0,0,2,3,3,2.5,0,1.5,3,2.16666666666667,-25,48,67,29,24,-62,-23,-24,8,2,2,3,1,1,1,2,2,2,4,4,3,4,1,1,2,3,1,1,1,3,2.15,1,0.777777777777778
"S263","2025-10-02 14:20:56",22.8002166666667,"false","Woman",21,"Bisexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,4,"A few times per month",3,5,2,4,3,5,5,4,2,5,0,1,2,5,4,1,1,1,1,2,2,3,2.5,1.5,0.5,2.25,2.5,2.04166666666667,-69,65,73,36,26,-61,24,-85,7,3,2,2,1,1,1,1,1,4,3,2,3,3,1,5,1,5,1,1,1,4,2.25,1,0.555555555555556
"S014","2025-09-29 13:19:18",22.1302166666667,"false","Man",20,"Heterosexual","South Asian","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,"no",3,"A few times per day",6,0,6,6,6,0,6,6,6,6,0,1,0,6,1,6,6,0,0,0,0,6,3.5,0,0,3,6,3.08333333333333,-100,100,100,100,-100,-100,100,-100,6,1,5,5,5,1,5,3,1,5,5,5,5,5,1,5,5,5,5,1,1,5,3.9,1,0.444444444444444
"S004","2025-09-29 13:18:53",22.0171166666667,"false","Woman",19,"Heterosexual","White","Self Expectations","I have no expectations",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"A few times per month",5,4,3,5,3,4,6,3,2,2,2,1,5,3,3,2,2,4,0,1,3,2.5,2.5,4.5,1,2.5,3.5,2.75,-90,80,90,31,-71,8,-79,37,5,1,4,4,3,2,4,1,4,4,5,5,4,3,1,3,2,3,4,1,1,4,3.1,1,0.777777777777778
"S223","2025-10-02 14:10:21",25.5770333333333,"false","Woman",19,"Bisexual","White","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,1,"A few times per month",4,3,3,5,3,1,6,6,4,5,1,1,3,5,5,5,3,1,0,1,0,5,4,2,0.5,1.75,4,2.875,-100,86,63,33,67,-69,-40,-100,8,1,2,4,3,1,4,2,1,4,3,4,4,4,1,5,2,1,4,1,1,3,2.7,1,1
"S146","2025-10-01 11:19:14",24.2627166666667,"false","Woman",29,"Bisexual","White","Self Expectations","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,"Mixing up the labels for the faces was really interesting; it made me feel differently about the person in the photos when I learned that the experiment's original labels were not necessarily accurate. I felt negative about AI generated faces but knowing that they could be swapped made me look more closely to try to see if there were obvious errors",4,"A few times per month",2,6,3,3,4,4,6,4,2,5,0,1,2,3,1,2,0,1,0,3,2,2.5,0.5,1.5,0,3,2,1.58333333333333,-67,97,30,73,96,-34,29,-88,7,3,5,4,3,4,4,4,4,4,4,5,5,5,1,4,4,1,3,3,3,5,3.85,1,1
"S104","2025-09-30 16:17:28",21.3027833333333,"false","Woman",20,"Heterosexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"A few times per week",6,1,3,6,1,4,5,6,5,3,1,1,6,6,6,2,5,3,1,0,0,4,5.5,4.5,1,1,5.5,3.58333333333333,-100,100,61,62,61,-100,-69,-100,8,2,5,5,5,2,5,3,2,5,5,2,5,5,0,5,1,2,5,4,2,5,3.75,0.5,0.777777777777778
"S233","2025-10-02 14:16:53",26.6794333333333,"false","Woman",19,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces more attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,1,1,NA,NA,NA,NA,2,"A few times per month",5,2,2,5,3,3,6,6,4,3,5,1,5,5,6,3,4,3,0,1,0,4,5,4,2.5,1.5,4.5,3.58333333333333,0,-34,50,-17,-32,-48,21,73,3,1,3,2,4,2,3,1,1,3,1,4,4,4,1,2,2,1,1,2,2,3,2.3,1,0.777777777777778
"S248","2025-10-02 14:17:37",28.0156,"false","Woman",26,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per month",1,5,2,5,1,4,5,6,2,4,4,1,5,5,4,2,1,2,1,1,0,3.5,2.5,3.5,2.5,1,1.5,2.41666666666667,-80,85,89,85,-50,-55,65,70,5,1,2,4,4,1,2,2,2,5,5,4,4,5,1,2,1,1,4,1,3,5,2.9,1,0.777777777777778
"S175","2025-10-01 11:21:24",20.0232666666667,"false","Woman",20,"Bisexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,5,"Never",5,6,0,6,1,5,5,6,6,4,6,1,1,6,4,1,0,2,1,0,0,3.5,2,1.5,3.5,0.25,5.5,2.70833333333333,-90,-25,80,-30,-40,-90,25,-80,4,1,2,4,2,4,4,1,1,3,2,3,3,1,1,4,1,5,2,1,1,1,2.3,1,0.111111111111111
"S304","2025-10-03 14:16:37",26.8757,"false","Man",19,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,NA,1,NA,NA,NA,NA,4,"A few times per month",2,4,2,5,1,3,6,5,2,4,1,1,1,4,3,3,2,2,0,1,1,3.5,2.5,1.5,0.5,1.25,2,1.875,26,-20,15,-20,15,-25,10,-20,4,2,1,4,3,1,4,2,2,4,5,2,4,4,1,4,4,4,2,2,1,3,2.9,1,0.888888888888889
"S039","2025-09-29 13:23:32",16.1152166666667,"false","Woman",19,"Homosexual","White","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"A few times per month",4,3,3,4,4,2,4,6,3,4,3,1,4,6,4,4,3,2,2,2,0,5,3.5,3,2.5,2.25,3.5,3.29166666666667,16,46,52,95,-9,-62,46,-75,5,1,1,4,2,1,1,1,2,2,4,3,2,4,1,3,1,5,2,2,1,1,2.15,1,0.555555555555556
"S067","2025-09-30 09:32:58",29.7398,"false","Woman",19,"Heterosexual","Middle Eastern/North African","Self Expectations","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,3,3,NA,NA,NA,NA,4,"A few times per day",5,5,3,6,4,5,4,5,3,3,4,1,3,6,3,1,1,3,2,0,1,3.5,2,3,3,2,4,2.91666666666667,68,59,37,-58,-46,-52,48,-45,4,3,3,4,3,3,3,2,5,2,4,4,5,4,1,4,4,4,4,4,2,3,3.5,1,0.666666666666667
"S295","2025-10-03 11:19:17",20.6607333333333,"false","Woman",20,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",4,2,3,4,4,3,5,3,4,4,2,1,2,5,4,3,4,2,1,2,3,4,4,2,1.5,3,4,3.08333333333333,19,-1,20,28,-68,-8,11,-27,4,2,3,3,4,2,4,3,3,2,4,4,5,4,1,2,2,4,4,2,2,3,3.1,1,0.888888888888889
"S204","2025-10-02 09:19:54",22.0793666666667,"false","Woman",20,"Homosexual","White","More attractive","I have no expectations",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",4,4,3,4,3,5,6,5,3,5,2,1,1,3,5,1,2,1,0,2,1,2,3.5,1,1,2.25,3.5,2.20833333333333,60,15,-59,25,-43,-59,60,54,3,2,2,1,2,2,4,3,3,3,3,4,2,5,1,1,3,2,3,4,3,4,2.8,1,0.222222222222222
"S194","2025-10-02 09:19:06",26.9136333333333,"false","Man",19,"Homosexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,"Whilst the switch up between AI generated faces and normal faces made sense, attractiveness and beauty are on a scale that is individual to the person taking the study and therefore is very difficult to measure separately on a scale",3,"A few times per month",2,4,2,6,2,3,6,6,1,6,0,1,3,5,3,3,2,0,0,0,0,4,2.5,1.5,0,1,1.5,1.75,-100,43,71,-60,13,-19,-32,6,6,1,1,1,2,1,2,1,2,4,4,2,4,3,1,3,2,1,3,1,1,2,2.05,1,1
"S267","2025-10-02 14:25:11",27.6251,"false","Woman",20,"Prefer not to say","White","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,0,"Never",6,6,3,5,3,6,3,5,3,3,3,0,3,5,3,0,0,3,3,1,1,2.5,1.5,3,3,2,4.5,2.75,60,70,-71,37,-55,-55,48,49,3,4,3,5,3,4,3,4,3,1,5,4,5,3,0,4,3,3,3,3,3,4,3.5,0,0.666666666666667
"S064","2025-09-30 09:26:20",22.9674333333333,"false","Woman",19,"Heterosexual","White","Less attractive","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"A few times per week",4,2,2,5,2,4,6,4,2,4,2,1,2,5,5,2,4,2,0,1,2,3.5,4.5,2,1,1.75,3,2.625,-75,1,58,-44,2,45,-54,37,5,3,2,3,2,2,3,3,4,1,4,5,4,3,1,4,2,2,5,3,2,3,3,1,0.888888888888889
"S086","2025-09-30 16:14:58",27.6368833333333,"false","Woman",19,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4,"A few times per month",2,4,3,5,3,5,4,4,3,5,3,1,3,4,3,1,2,1,2,1,2,2.5,2.5,2,2.5,2.25,2.5,2.375,-42,49,75,70,-51,-22,38,71,5,2,2,3,3,2,3,2,3,2,4,4,4,2,1,3,3,1,3,2,1,2,2.55,1,0.888888888888889
"S307","2025-10-03 14:16:54",17.7723833333333,"false","Man",20,"Asexual","White","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,4,"A few times per week",6,3,3,3,4,0,6,6,5,4,0,1,2,6,4,6,3,2,0,3,0,6,3.5,2,0,2.5,5.5,3.25,-86,-90,-82,78,77,-80,-93,24,5,1,4,5,1,2,3,1,1,4,2,4,1,1,1,1,1,1,1,5,1,3,2.15,1,0.666666666666667
"S213","2025-10-02 09:22:02",26.1278333333333,"false","Woman",19,"Heterosexual","East Asian","Control",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per week",5,4,4,5,4,4,6,6,3,3,5,1,2,4,3,2,2,3,0,1,0,3,2.5,2.5,2.5,2.25,4,2.79166666666667,-37,-30,34,25,-32,39,45,21,3,2,4,5,2,5,4,2,2,5,3,4,5,2,1,1,4,1,5,3,2,3,3.2,1,1
"S281","2025-10-03 11:17:46",19.5168333333333,"false","Woman",20,"Heterosexual","South Asian","Self Expectations","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per week",3,2,4,4,3,3,4,5,3,4,4,1,3,5,5,3,4,2,2,2,1,4,4.5,2.5,3,2.5,3,3.25,14,41,-8,-23,-21,14,19,23,1,3,3,3,4,4,3,3,3,4,4,3,4,5,0,3,4,4,5,4,3,3,3.6,0.5,0.777777777777778
"S027","2025-09-29 13:21:00",23.2386333333333,"false","Woman",20,"Bisexual","White","Control",NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,4,"A few times per month",4,3,2,5,3,1,4,5,4,4,4,1,4,3,5,5,3,2,2,1,1,4,4,3,3,1.75,4,3.29166666666667,-89,-83,83,56,58,-96,-90,-36,7,3,2,4,3,2,2,3,2,2,4,5,4,4,0,4,3,1,4,3,3,4,3.1,0.5,1
